,PLAYER_ID,W,L,MIN,POSS,PCT_BLK,PCT_FGA_3PT,PLAYER_NAME,AGE,PLAYER_HEIGHT,PLAYER_WEIGHT,GP,AST_PCT,TEAM_ID,POSS_PCT_cut,PPP_cut,PERCENTILE_cut,PERCENTILE_transition,PPP_transition,POSS_PCT_transition,PERCENTILE_iso,PPP_iso,POSS_PCT_iso,PERCENTILE_ball_handler,PPP_ball_handler,POSS_PCT_ball_handler,PERCENTILE_rollman,PPP_rollman,POSS_PCT_rollman,PERCENTILE_postup,PPP_postup,POSS_PCT_postup,PERCENTILE_spotup,PPP_spotup,POSS_PCT_spotup,PERCENTILE_handoff,PPP_handoff,POSS_PCT_handoff,PERCENTILE_offscreen,PPP_offscreen,POSS_PCT_offscreen,PERCENTILE_putbacks,PPP_putbacks,POSS_PCT_putbacks,PERCENTILE_misc,PPP_misc,POSS_PCT_misc,SEASON,TEAM_ABBREVIATION
0,203932,40.0,38.0,2632.5333333333333,5456.0,0.196,0.332,Aaron Gordon,23.0,6-9,220.0,78.0,0.166,1610612753.0,0.069,1.3780000000000001,0.706,0.355,1.043,0.14,0.36,0.785,0.06,0.359,0.7659999999999999,0.121,0.22699999999999998,0.912,0.026000000000000002,0.299,0.838,0.132,0.564,1.004,0.204,0.71,1.011,0.069,0.342,0.878,0.069,0.6629999999999999,1.163,0.07,0.41700000000000004,0.48100000000000004,0.040999999999999995,2018-19,ORL
1,201571,42.0,39.0,2268.9616666666666,4683.0,0.017,0.45899999999999996,D.J. Augustin,31.0,6-0,183.0,81.0,0.258,1610612753.0,0.022000000000000002,1.2,0.33,0.35700000000000004,1.044,0.152,0.872,1.064,0.053,0.815,0.96,0.47600000000000003,,,,,,,0.992,1.3659999999999999,0.184,0.509,0.92,0.027999999999999997,,,,0.5329999999999999,1.091,0.012,0.893,0.807,0.064,2018-19,ORL
2,203095,42.0,39.0,2553.2816666666668,5259.0,0.043,0.42100000000000004,Evan Fournier,26.0,6-7,205.0,81.0,0.17,1610612753.0,0.033,1.3719999999999999,0.6940000000000001,0.47700000000000004,1.099,0.109,0.439,0.815,0.042,0.34700000000000003,0.7609999999999999,0.301,,,,,,,0.794,1.111,0.188,0.5720000000000001,0.9490000000000001,0.121,0.56,0.978,0.14,0.259,0.92,0.019,0.846,0.764,0.043,2018-19,ORL
3,1628515,17.0,22.0,559.23,1165.0,0.033,0.24600000000000002,Isaiah Briscoe,23.0,6-3,215.0,39.0,0.226,1610612753.0,,,,0.54,1.13,0.127,0.8009999999999999,1.0,0.083,0.13699999999999998,0.622,0.409,,,,,,,0.379,0.929,0.23199999999999998,,,,,,,,,,0.133,0.3,0.055,2018-19,ORL
4,1626170,28.0,32.0,938.7733333333333,1962.0,0.052000000000000005,0.5,Jerian Grant,26.0,6-4,205.0,60.0,0.242,1610612753.0,,,,0.971,1.5,0.091,0.47200000000000003,0.826,0.08,0.225,0.691,0.32899999999999996,,,,,,,0.653,1.045,0.311,0.782,1.056,0.063,,,,,,,0.065,0.20800000000000002,0.084,2018-19,ORL
5,1628371,37.0,38.0,1996.1833333333332,4131.0,0.42200000000000004,0.435,Jonathan Isaac,21.0,6-10,210.0,75.0,0.055,1610612753.0,0.10300000000000001,1.234,0.39899999999999997,0.866,1.32,0.138,0.9690000000000001,1.217,0.031,0.067,0.519,0.036000000000000004,0.09699999999999999,0.75,0.032,0.083,0.591,0.028999999999999998,0.307,0.892,0.419,0.612,0.9640000000000001,0.037000000000000005,0.767,1.077,0.017,0.375,1.0,0.096,0.37200000000000005,0.457,0.061,2018-19,ORL
6,203613,25.0,31.0,1064.265,2257.0,0.11199999999999999,0.297,Jonathon Simmons,29.0,6-6,195.0,56.0,0.175,1610612753.0,0.04,1.5330000000000001,0.917,0.364,1.047,0.115,0.588,0.903,0.083,0.085,0.55,0.35100000000000003,,,,0.871,1.1,0.027000000000000003,0.168,0.789,0.204,0.081,0.563,0.086,,,,0.5489999999999999,1.1,0.027000000000000003,0.8320000000000001,0.75,0.054000000000000006,2018-19,ORL
7,203920,26.0,24.0,642.8616666666667,1356.0,0.397,0.006999999999999999,Khem Birch,26.0,6-9,233.0,50.0,0.087,1610612753.0,0.19899999999999998,1.3330000000000002,0.612,0.948,1.444,0.085,,,,,,,0.8140000000000001,1.25,0.284,,,,,,,,,,,,,0.282,0.938,0.22699999999999998,0.48700000000000004,0.524,0.1,2018-19,ORL
8,203487,17.0,11.0,371.81666666666666,820.0,0.306,0.309,Michael Carter-Williams,27.0,6-6,190.0,28.0,0.262,1610612753.0,,,,0.028999999999999998,0.6920000000000001,0.155,,,,0.327,0.75,0.28600000000000003,,,,,,,0.188,0.8,0.179,,,,,,,,,,0.7440000000000001,0.667,0.14300000000000002,2018-19,ORL
9,1628964,19.0,28.0,766.1933333333334,1590.0,0.5870000000000001,0.28800000000000003,Mo Bamba,21.0,7-0,221.0,47.0,0.086,1610612753.0,0.125,1.2819999999999998,0.48700000000000004,0.128,0.882,0.054000000000000006,0.127,0.6,0.032,,,,0.7020000000000001,1.188,0.204,0.139,0.6920000000000001,0.083,0.141,0.775,0.22699999999999998,,,,,,,0.772,1.22,0.131,0.284,0.405,0.134,2018-19,ORL
10,202696,41.0,39.0,2510.1766666666667,5194.0,0.341,0.171,Nikola Vucevic,28.0,7-0,260.0,80.0,0.20800000000000002,1610612753.0,0.11699999999999999,1.319,0.579,0.787,1.258,0.038,0.9520000000000001,1.182,0.02,,,,0.611,1.127,0.205,0.5,0.9259999999999999,0.26899999999999996,0.281,0.879,0.16899999999999998,,,,0.556,0.975,0.025,0.784,1.228,0.098,0.294,0.41,0.051,2018-19,ORL
11,203082,42.0,39.0,2150.0533333333333,4489.0,0.115,0.551,Terrence Ross,28.0,6-7,206.0,81.0,0.10300000000000001,1610612753.0,0.024,1.679,0.976,0.589,1.1520000000000001,0.107,0.55,0.872,0.034,0.9359999999999999,1.042,0.226,,,,,,,0.9640000000000001,1.273,0.18600000000000003,0.385,0.862,0.11199999999999999,0.539,0.9670000000000001,0.258,,,,0.508,0.5379999999999999,0.045,2018-19,ORL
12,1628411,36.0,32.0,1233.2,2598.0,0.168,0.28800000000000003,Wes Iwundu,24.0,6-7,195.0,68.0,0.08,1610612753.0,0.068,0.88,0.038,0.42200000000000004,1.077,0.249,0.042,0.5,0.038,0.149,0.642,0.145,,,,,,,0.542,1.0,0.284,0.11199999999999999,0.591,0.06,,,,0.94,1.4,0.068,0.449,0.5,0.06,2018-19,ORL
13,1628988,31.0,19.0,645.83,1393.0,0.188,0.485,Aaron Holiday,22.0,6-1,185.0,50.0,0.18,1610612754.0,,,,0.337,1.033,0.18899999999999997,0.514,0.846,0.04,0.435,0.7979999999999999,0.322,,,,,,,0.6759999999999999,1.052,0.23800000000000002,0.301,0.8059999999999999,0.111,,,,,,,0.449,0.5,0.068,2018-19,IND
14,202711,47.0,34.0,2573.058333333333,5334.0,0.004,0.36700000000000005,Bojan Bogdanovic,30.0,6-8,216.0,81.0,0.095,1610612754.0,0.067,1.386,0.735,0.826,1.276,0.19899999999999998,0.325,0.7559999999999999,0.066,0.86,0.987,0.11800000000000001,0.037000000000000005,0.615,0.01,0.304,0.8390000000000001,0.047,0.919,1.21,0.156,0.619,0.966,0.066,0.772,1.077,0.218,0.375,1.0,0.015,0.818,0.74,0.038,2018-19,IND
15,202709,48.0,34.0,2063.4816666666666,4280.0,0.113,0.312,Cory Joseph,27.0,6-3,193.0,82.0,0.20800000000000002,1610612754.0,0.026000000000000002,1.412,0.7609999999999999,0.2,0.953,0.133,0.34299999999999997,0.775,0.062,0.255,0.705,0.345,,,,,,,0.588,1.013,0.247,0.353,0.8490000000000001,0.08199999999999999,0.013000000000000001,0.41700000000000004,0.018000000000000002,,,,0.39799999999999996,0.46799999999999997,0.07200000000000001,2018-19,IND
16,201954,45.0,31.0,2143.1783333333333,4428.0,0.039,0.294,Darren Collison,31.0,6-0,175.0,76.0,0.302,1610612754.0,0.027999999999999997,1.208,0.34299999999999997,0.331,1.032,0.21899999999999997,0.696,0.9540000000000001,0.075,0.723,0.917,0.359,,,,,,,0.943,1.2429999999999999,0.166,0.168,0.674,0.053,0.19,0.765,0.02,0.375,1.0,0.012,0.799,0.721,0.07,2018-19,IND
17,1627734,43.0,31.0,1838.446666666667,3804.0,0.214,0.024,Domantas Sabonis,23.0,6-11,240.0,74.0,0.18,1610612754.0,0.184,1.17,0.287,0.715,1.22,0.051,,,,,,,0.509,1.0759999999999998,0.304,0.696,1.006,0.157,0.621,1.03,0.067,,,,,,,0.9159999999999999,1.328,0.126,0.292,0.408,0.099,2018-19,IND
18,203926,43.0,34.0,1339.665,2830.0,0.068,0.488,Doug McDermott,27.0,6-8,225.0,77.0,0.07,1610612754.0,0.152,1.453,0.8390000000000001,0.64,1.172,0.11800000000000001,,,,,,,,,,,,,0.9109999999999999,1.195,0.303,0.542,0.94,0.136,0.526,0.9620000000000001,0.213,1.0,1.8,0.02,0.121,0.294,0.035,2018-19,IND
19,1626167,43.0,31.0,2118.8166666666666,4362.0,0.76,0.251,Myles Turner,23.0,6-11,250.0,74.0,0.083,1610612754.0,0.14300000000000002,1.158,0.27899999999999997,0.924,1.391,0.071,0.22899999999999998,0.688,0.016,,,,0.41700000000000004,1.034,0.359,0.348,0.862,0.11900000000000001,0.494,0.9790000000000001,0.14800000000000002,,,,,,,0.8059999999999999,1.238,0.065,0.35200000000000004,0.446,0.067,2018-19,IND
