,PLAYER_ID,W,L,MIN,POSS,PCT_BLK,PCT_FGA_3PT,PLAYER_NAME,AGE,PLAYER_HEIGHT,PLAYER_WEIGHT,GP,AST_PCT,TEAM_ID,POSS_PCT_cut,PPP_cut,PERCENTILE_cut,PERCENTILE_transition,PPP_transition,POSS_PCT_transition,PERCENTILE_iso,PPP_iso,POSS_PCT_iso,PERCENTILE_ball_handler,PPP_ball_handler,POSS_PCT_ball_handler,PERCENTILE_rollman,PPP_rollman,POSS_PCT_rollman,PERCENTILE_postup,PPP_postup,POSS_PCT_postup,PERCENTILE_spotup,PPP_spotup,POSS_PCT_spotup,PERCENTILE_handoff,PPP_handoff,POSS_PCT_handoff,PERCENTILE_offscreen,PPP_offscreen,POSS_PCT_offscreen,PERCENTILE_putbacks,PPP_putbacks,POSS_PCT_putbacks,PERCENTILE_misc,PPP_misc,POSS_PCT_misc,SEASON,TEAM_ABBREVIATION
0,201166,36,29,893.7316666666667,1803,0.11,0.42700000000000005,Aaron Brooks,32.0,6-0,161,65,0.21600000000000003,1610612754.0,,,,0.042,0.718,0.102,0.381,0.762,0.11,0.652,0.852,0.441,,,,,,,0.631,1.014,0.188,0.259,0.737,0.05,0.8540000000000001,1.143,0.037000000000000005,,,,0.382,0.429,0.055,2016-17,IND
1,2744,33,33,930.635,1886,0.24600000000000002,0.002,Al Jefferson,32.0,6-10,289,66,0.114,1610612754.0,0.122,1.182,0.39899999999999997,0.52,1.1,0.018000000000000002,0.17300000000000001,0.6,0.018000000000000002,,,,0.413,0.975,0.22399999999999998,0.789,0.9840000000000001,0.462,0.193,0.8,0.018000000000000002,,,,,,,0.5,1.0590000000000002,0.094,0.457,0.47600000000000003,0.039,2016-17,IND
2,101139,39,37,1776.351666666667,3609,0.15,0.632,CJ Miles,30.0,6-6,225,76,0.040999999999999995,1610612754.0,0.02,1.429,0.84,0.74,1.2309999999999999,0.163,,,,0.633,0.846,0.036000000000000004,0.3,0.917,0.034,,,,0.9790000000000001,1.345,0.32799999999999996,0.442,0.882,0.071,0.39899999999999997,0.882,0.26,0.997,1.6840000000000002,0.027000000000000003,0.647,0.586,0.040999999999999995,2016-17,IND
3,203922,35,34,1426.706666666667,2947,0.146,0.37,Glenn Robinson III,23.0,6-6,222,69,0.048,1610612754.0,0.098,1.3,0.607,0.631,1.151,0.21,,,,0.055999999999999994,0.467,0.073,,,,,,,0.6970000000000001,1.047,0.311,0.8290000000000001,1.08,0.061,0.675,1.0,0.125,0.23800000000000002,0.9129999999999999,0.055999999999999994,0.6970000000000001,0.609,0.055999999999999994,2016-17,IND
4,201952,42,40,2657.025,5425,0.106,0.27699999999999997,Jeff Teague,29.0,6-2,186,82,0.359,1610612754.0,0.012,1.3130000000000002,0.617,0.24600000000000002,0.948,0.162,0.8440000000000001,1.015,0.149,0.8640000000000001,0.978,0.41200000000000003,,,,0.605,0.909,0.008,0.539,0.972,0.111,0.628,0.9520000000000001,0.032,0.27899999999999997,0.7859999999999999,0.032,0.363,1.0,0.013999999999999999,0.7390000000000001,0.643,0.065,2016-17,IND
5,202338,23,26,559.315,1151,0.426,0.01,Kevin Seraphin,27.0,6-10,278,49,0.069,1610612754.0,0.21600000000000003,1.157,0.358,0.496,1.091,0.047,,,,,,,0.179,0.848,0.195,0.905,1.065,0.263,0.768,1.091,0.09300000000000001,,,,,,,0.664,1.1540000000000001,0.11,0.027000000000000003,0.14300000000000002,0.059000000000000004,2016-17,IND
6,202362,8,10,361.61666666666673,732,0.079,0.16699999999999998,Lance Stephenson,26.0,6-5,230,18,0.254,1610612754.0,,,,,,,0.667,0.917,0.214,0.038,0.455,0.39299999999999996,,,,,,,0.975,1.3330000000000002,0.214,,,,,,,,,,,,,2016-17,IND
7,202730,31,30,871.3216666666667,1783,0.32,0.006,Lavoy Allen,28.0,6-9,260,61,0.09300000000000001,1610612754.0,0.244,1.0190000000000001,0.134,0.231,0.941,0.08,,,,,,,0.124,0.774,0.146,,,,0.138,0.75,0.188,,,,,,,0.23,0.9109999999999999,0.21100000000000002,0.297,0.368,0.08900000000000001,2016-17,IND
8,101145,39,35,1997.708333333333,4062,0.131,0.242,Monta Ellis,31.0,6-3,185,74,0.171,1610612754.0,0.02,1.4669999999999999,0.8859999999999999,0.523,1.101,0.17300000000000001,0.488,0.821,0.052000000000000005,0.376,0.7440000000000001,0.371,,,,,,,0.39899999999999997,0.919,0.214,0.467,0.895,0.051,0.163,0.667,0.06,,,,0.11599999999999999,0.243,0.05,2016-17,IND
9,1626167,42,39,2541.005,5162,0.575,0.132,Myles Turner,21.0,6-11,243,81,0.065,1610612754.0,0.185,1.314,0.62,0.9129999999999999,1.364,0.09,0.826,1.0,0.021,,,,0.509,1.033,0.303,0.542,0.888,0.09699999999999999,0.486,0.9520000000000001,0.149,0.059000000000000004,0.5,0.009000000000000001,,,,0.866,1.3119999999999998,0.07,0.213,0.321,0.071,2016-17,IND
10,202331,39,36,2689.346666666667,5435,0.091,0.368,Paul George,27.0,6-9,220,75,0.157,1610612754.0,0.023,1.4,0.794,0.5589999999999999,1.123,0.147,0.725,0.94,0.175,0.9229999999999999,1.013,0.175,0.784,1.163,0.025,0.726,0.9440000000000001,0.052000000000000005,0.841,1.143,0.11800000000000001,0.7709999999999999,1.0390000000000001,0.03,0.675,1.0,0.19,0.307,0.966,0.017,0.528,0.506,0.047,2016-17,IND
11,201155,17,22,696.18,1411,0.0,0.24600000000000002,Rodney Stuckey,31.0,6-5,205,39,0.184,1610612754.0,0.028999999999999998,1.8,0.997,0.10400000000000001,0.823,0.179,0.773,0.978,0.133,0.551,0.8109999999999999,0.306,,,,,,,0.326,0.877,0.165,0.10800000000000001,0.583,0.069,,,,,,,0.073,0.192,0.075,2016-17,IND
