,PLAYER_ID,W,L,MIN,POSS,PCT_BLK,PCT_FGA_3PT,PLAYER_NAME,AGE,PLAYER_HEIGHT,PLAYER_WEIGHT,GP,AST_PCT,TEAM_ID,POSS_PCT_cut,PPP_cut,PERCENTILE_cut,PERCENTILE_transition,PPP_transition,POSS_PCT_transition,PERCENTILE_iso,PPP_iso,POSS_PCT_iso,PERCENTILE_ball_handler,PPP_ball_handler,POSS_PCT_ball_handler,PERCENTILE_rollman,PPP_rollman,POSS_PCT_rollman,PERCENTILE_postup,PPP_postup,POSS_PCT_postup,PERCENTILE_spotup,PPP_spotup,POSS_PCT_spotup,PERCENTILE_handoff,PPP_handoff,POSS_PCT_handoff,PERCENTILE_offscreen,PPP_offscreen,POSS_PCT_offscreen,PERCENTILE_putbacks,PPP_putbacks,POSS_PCT_putbacks,PERCENTILE_misc,PPP_misc,POSS_PCT_misc,SEASON,TEAM_ABBREVIATION
0,201166,36,33,1107.71,2249,0.08900000000000001,0.39399999999999996,Aaron Brooks,31.0,6-0,161,69,0.265,1610612741.0,,,,0.203,0.95,0.10400000000000001,0.44299999999999995,0.78,0.071,0.617,0.82,0.561,,,,,,,0.855,1.113,0.12300000000000001,0.6409999999999999,0.9229999999999999,0.068,,,,,,,0.311,0.379,0.05,2015-16,CHI
1,1626171,29,33,1102.08,2234,0.20600000000000002,0.11900000000000001,Bobby Portis,21.0,6-11,230,62,0.076,1610612741.0,0.06,1.226,0.545,0.387,1.06,0.09699999999999999,0.08900000000000001,0.523,0.085,,,,0.41100000000000003,0.9640000000000001,0.161,0.345,0.7759999999999999,0.165,0.184,0.76,0.19399999999999998,,,,,,,0.29,0.9420000000000001,0.16699999999999998,0.447,0.469,0.062,2015-16,CHI
2,1626245,14,17,320.7033333333333,654,0.406,0.055999999999999994,Cristiano Felicio,23.0,6-10,275,31,0.115,1610612741.0,0.16699999999999998,1.294,0.662,,,,,,,,,,0.9179999999999999,1.294,0.33299999999999996,,,,0.485,0.9329999999999999,0.147,,,,,,,0.268,0.938,0.157,,,,2015-16,CHI
3,201565,32,34,2097.423333333333,4276,0.054000000000000006,0.14300000000000002,Derrick Rose,27.0,6-3,190,66,0.25,1610612741.0,0.035,0.733,0.011000000000000001,0.11199999999999999,0.852,0.146,0.5329999999999999,0.8170000000000001,0.09699999999999999,0.6829999999999999,0.8420000000000001,0.435,,,,,,,0.501,0.94,0.16699999999999998,0.136,0.652,0.036000000000000004,0.44299999999999995,0.882,0.013000000000000001,0.092,0.75,0.022000000000000002,0.66,0.614,0.044000000000000004,2015-16,CHI
4,203926,41,40,1860.56,3852,0.031,0.402,Doug McDermott,24.0,6-8,225,81,0.049,1610612741.0,0.102,1.365,0.746,0.35600000000000004,1.042,0.163,,,,0.993,1.192,0.036000000000000004,,,,0.7,0.905,0.028999999999999998,0.9159999999999999,1.167,0.281,0.725,0.97,0.14,0.293,0.805,0.157,0.382,1.0,0.04,0.687,0.625,0.033,2015-16,CHI
5,202734,29,30,1263.1,2572,0.11900000000000001,0.267,E'Twaun Moore,27.0,6-4,191,59,0.11800000000000001,1610612741.0,0.048,1.545,0.935,0.18600000000000003,0.94,0.182,0.33399999999999996,0.733,0.033,0.552,0.7959999999999999,0.248,,,,0.281,0.727,0.024,0.897,1.143,0.27699999999999997,0.792,1.023,0.09699999999999999,,,,0.382,1.0,0.026000000000000002,0.716,0.636,0.048,2015-16,CHI
6,202710,37,30,2473.625,4976,0.136,0.198,Jimmy Butler,26.0,6-7,220,67,0.218,1610612741.0,0.092,1.5319999999999998,0.929,0.43700000000000006,1.078,0.121,0.7040000000000001,0.905,0.12300000000000001,0.81,0.894,0.317,0.831,1.167,0.009000000000000001,0.583,0.8590000000000001,0.057,0.54,0.9590000000000001,0.106,0.835,1.0659999999999998,0.055,0.736,1.044,0.049,0.815,1.216,0.027000000000000003,0.894,0.7829999999999999,0.044000000000000004,2015-16,CHI
7,201149,15,14,635.4233333333333,1288,0.387,0.008,Joakim Noah,31.0,6-11,232,29,0.256,1610612741.0,0.14300000000000002,1.138,0.36700000000000005,0.012,0.5710000000000001,0.069,,,,,,,0.040999999999999995,0.6,0.099,0.127,0.6,0.049,0.114,0.688,0.079,,,,,,,0.077,0.733,0.29600000000000004,0.027000000000000003,0.09300000000000001,0.212,2015-16,CHI
8,203200,28,25,772.5866666666667,1588,0.253,0.461,Justin Holiday,27.0,6-6,185,53,0.111,1610612741.0,,,,0.11900000000000001,0.86,0.22399999999999998,0.055,0.455,0.057,0.69,0.8440000000000001,0.16699999999999998,,,,,,,0.991,1.365,0.271,0.155,0.667,0.094,0.185,0.727,0.057,,,,0.078,0.2,0.078,2015-16,CHI
9,2550,26,20,630.9983333333333,1274,0.03,0.48100000000000004,Kirk Hinrich,35.0,6-4,190,46,0.17300000000000001,1610612741.0,,,,0.703,1.194,0.205,,,,0.40299999999999997,0.738,0.278,,,,,,,0.273,0.816,0.252,0.983,1.308,0.086,,,,,,,0.024,0.083,0.079,2015-16,CHI
