,TeamID,SEASON,LeagueID,PLAYER,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID
14,1610612748,2019,00,Solomon Hill,44,F,6-6,226,"MAR 18, 1991",29.0,6,Arizona,203524
15,1610612748,2019,00,Duncan Robinson,55,F,6-7,215,"APR 22, 1994",25.0,1,Michigan,1629130
16,1610612748,2019,00,Jae Crowder,99,F,6-6,235,"JUL 06, 1990",29.0,7,Marquette,203109
0,1610612749,2019,00,Donte DiVincenzo,0,G,6-4,203,"JAN 31, 1997",23.0,1,Villanova,1628978
1,1610612749,2019,00,George Hill,3,G,6-3,188,"MAY 04, 1986",33.0,11,,201588
2,1610612749,2019,00,D.J. Wilson,5,F,6-10,231,"FEB 19, 1996",24.0,2,Michigan,1628391
3,1610612749,2019,00,Eric Bledsoe,6,G,6-1,214,"DEC 09, 1989",30.0,9,Kentucky,202339
4,1610612749,2019,00,Ersan Ilyasova,7,F,6-9,235,"MAY 15, 1987",32.0,11, ,101141
5,1610612749,2019,00,Wesley Matthews,9,G,6-4,220,"OCT 14, 1986",33.0,10,Marquette,202083
6,1610612749,2019,00,Brook Lopez,11,C,7-0,282,"APR 01, 1988",32.0,11,Stanford,201572
7,1610612749,2019,00,Cameron Reynolds,13,G-F,6-7,225,"FEB 07, 1995",25.0,1,Tulane,1629244
8,1610612749,2019,00,Frank Mason,15,G,5-11,190,"APR 03, 1994",26.0,2,Kansas,1628412
9,1610612749,2019,00,Marvin Williams,20,F,6-8,237,"JUN 19, 1986",33.0,14,North Carolina,101107
10,1610612749,2019,00,Khris Middleton,22,F,6-7,222,"AUG 12, 1991",28.0,7,Texas A&M,203114
11,1610612749,2019,00,Sterling Brown,23,G-F,6-5,219,"FEB 10, 1995",25.0,2,Southern Methodist,1628425
12,1610612749,2019,00,Pat Connaughton,24,G,6-5,209,"JAN 06, 1993",27.0,4,Notre Dame,1626192
13,1610612749,2019,00,Kyle Korver,26,G-F,6-7,212,"MAR 17, 1981",39.0,16,Creighton,2594
14,1610612749,2019,00,Giannis Antetokounmpo,34,F,6-11,242,"DEC 06, 1994",25.0,6, ,203507
15,1610612749,2019,00,Robin Lopez,42,C,7-0,281,"APR 01, 1988",32.0,11,Stanford,201577
16,1610612749,2019,00,Thanasis Antetokounmpo,43,F,6-6,219,"JUL 18, 1992",27.0,1, ,203648
0,1610612750,2019,00,D'Angelo Russell,0,G,6-4,193,"FEB 23, 1996",24.0,4,Ohio State,1626156
1,1610612750,2019,00,Evan Turner,1,G-F,6-6,220,"OCT 27, 1988",31.0,9,Ohio State,202323
2,1610612750,2019,00,Jarred Vanderbilt,3,F,6-9,214,"APR 03, 1999",21.0,1,Kentucky,1629020
3,1610612750,2019,00,Jaylen Nowell,4,G,6-4,201,"JUL 09, 1999",20.0,R,Washington,1629669
4,1610612750,2019,00,Malik Beasley,5,G,6-4,187,"NOV 26, 1996",23.0,3,Florida State,1627736
5,1610612750,2019,00,Jordan McLaughlin,6,G,5-11,185,"APR 09, 1996",24.0,R,USC,1629162
6,1610612750,2019,00,Jake Layman,10,F,6-8,209,"MAR 07, 1994",26.0,3,Maryland,1627774
7,1610612750,2019,00,Naz Reid,11,C-F,6-9,264,"AUG 26, 1999",20.0,R,Louisiana State,1629675
8,1610612750,2019,00,Jacob Evans,12,G-F,6-4,210,"JUN 18, 1997",22.0,1,Cincinnati,1628980
9,1610612750,2019,00,Omari Spellman,14,F,6-8,245,"JUL 21, 1997",22.0,1,Villanova,1629016
10,1610612750,2019,00,James Johnson,16,F,6-7,240,"FEB 20, 1987",33.0,10,Wake Forest,201949
11,1610612750,2019,00,Josh Okogie,20,G,6-4,213,"SEP 01, 1998",21.0,1,Georgia Institute of Technology,1629006
12,1610612750,2019,00,Jarrett Culver,23,G-F,6-6,195,"FEB 20, 1999",21.0,R,Texas Tech,1629633
13,1610612750,2019,00,Kelan Martin,30,F,6-5,230,"AUG 03, 1995",24.0,R,Butler,1629103
14,1610612750,2019,00,Karl-Anthony Towns,32,C-F,6-11,248,"NOV 15, 1995",24.0,4,Kentucky,1626157
15,1610612750,2019,00,Juancho Hernangomez,41,F,6-9,214,"SEP 28, 1995",24.0,3, ,1627823
0,1610612740,2019,00,Nickeil Alexander-Walker,0,G,6-5,205,"SEP 02, 1998",21.0,R,Virginia Tech,1629638
1,1610612740,2019,00,Zion Williamson,1,F,6-6,284,"JUL 06, 2000",19.0,R,Duke,1629627
2,1610612740,2019,00,Lonzo Ball,2,G,6-6,190,"OCT 27, 1997",22.0,2,UCLA,1628366
3,1610612740,2019,00,Josh Hart,3,G,6-5,215,"MAR 06, 1995",25.0,2,Villanova,1628404
4,1610612740,2019,00,JJ Redick,4,G,6-3,200,"JUN 24, 1984",35.0,13,Duke,200755
5,1610612740,2019,00,Josh Gray,5,G,6-0,180,"SEP 09, 1993",26.0,1,Louisiana State,1627982
6,1610612740,2019,00,Jahlil Okafor,9,C-F,6-10,270,"DEC 15, 1995",24.0,4,Duke,1626143
7,1610612740,2019,00,Jaxson Hayes,10,C-F,6-11,220,"MAY 23, 2000",19.0,R,Texas,1629637
8,1610612740,2019,00,Jrue Holiday,11,G,6-3,205,"JUN 12, 1990",29.0,10,UCLA,201950
9,1610612740,2019,00,Brandon Ingram,14,F,6-7,190,"SEP 02, 1997",22.0,3,Duke,1627742
10,1610612740,2019,00,Frank Jackson,15,G,6-3,205,"MAY 04, 1998",21.0,1,Duke,1628402
11,1610612740,2019,00,Nicolo Melli,20,F,6-9,236,"JAN 26, 1991",29.0,R, ,1629740
12,1610612740,2019,00,Darius Miller,21,F,6-6,225,"MAR 21, 1990",30.0,5,Kentucky,203121
13,1610612740,2019,00,Derrick Favors,22,F,6-9,265,"JUL 15, 1991",28.0,9,Georgia Tech,202324
14,1610612740,2019,00,Kenrich Williams,34,G-F,6-6,210,"DEC 02, 1994",25.0,1,Texas Christian,1629026
15,1610612740,2019,00,Zylan Cheatham,45,F,6-5,220,"NOV 17, 1995",24.0,R,Arizona State,1629597
16,1610612740,2019,00,E'Twaun Moore,55,G,6-3,191,"FEB 25, 1989",31.0,8,Purdue,202734
0,1610612752,2019,00,Kadeem Allen,0,G,6-1,200,"JAN 15, 1993",27.0,2,Arizona,1628443
1,1610612752,2019,00,Bobby Portis,1,F,6-10,250,"FEB 10, 1995",25.0,4,Arkansas,1626171
2,1610612752,2019,00,Wayne Ellington,2,G,6-4,207,"NOV 29, 1987",32.0,10,North Carolina,201961
3,1610612752,2019,00,Maurice Harkless,3,F-G,6-7,220,"MAY 11, 1993",26.0,7,"St. John's, N.Y.",203090
4,1610612752,2019,00,Dennis Smith Jr.,5,G,6-2,205,"NOV 25, 1997",22.0,2,North Carolina State,1628372
5,1610612752,2019,00,Elfrid Payton,6,G,6-3,195,"FEB 22, 1994",26.0,5,Louisana-Lafayette,203901
6,1610612752,2019,00,RJ Barrett,9,F-G,6-6,214,"JUN 14, 2000",19.0,R,Duke,1629628
7,1610612752,2019,00,Frank Ntilikina,11,G,6-4,200,"JUL 28, 1998",21.0,2, ,1628373
8,1610612752,2019,00,Allonzo Trier,14,G,6-4,200,"JAN 17, 1996",24.0,1,Arizona,1629019
9,1610612752,2019,00,Ignas Brazdeikis,17,F,6-6,221,"JAN 08, 1999",21.0,R,Michigan,1629649
10,1610612752,2019,00,Kevin Knox II,20,F,6-7,215,"AUG 11, 1999",20.0,1,Kentucky,1628995
11,1610612752,2019,00,Damyean Dotson,21,G,6-5,210,"MAY 06, 1994",25.0,2,Houston,1628422
12,1610612752,2019,00,Mitchell Robinson,23,C-F,7-0,240,"APR 01, 1998",22.0,1,Western Kentucky,1629011
13,1610612752,2019,00,Reggie Bullock,25,G-F,6-6,205,"MAR 16, 1991",29.0,6,North Carolina,203493
14,1610612752,2019,00,Julius Randle,30,F-C,6-8,250,"NOV 29, 1994",25.0,5,Kentucky,203944
15,1610612752,2019,00,Kenny Wooten,45,F,6-8,235,"APR 17, 1998",22.0,R,Oregon,1629624
16,1610612752,2019,00,Taj Gibson,67,F,6-9,232,"JUN 24, 1985",34.0,10,USC,201959
0,1610612760,2019,00,Shai Gilgeous-Alexander,2,G-F,6-5,180,"JUL 12, 1998",21.0,1,Kentucky,1628983
1,1610612760,2019,00,Chris Paul,3,G,6-1,175,"MAY 06, 1985",34.0,14,Wake Forest,101108
2,1610612760,2019,00,Luguentz Dort,5,G,6-3,215,"APR 19, 1999",21.0,R,Arizona State,1629652
3,1610612760,2019,00,Hamidou Diallo,6,G,6-5,202,"JUL 31, 1998",21.0,1,Kentucky,1628977
4,1610612760,2019,00,Darius Bazley,7,F-G,6-8,208,"JUN 12, 2000",19.0,R, ,1629647
5,1610612760,2019,00,Danilo Gallinari,8,F,6-10,233,"AUG 08, 1988",31.0,10, ,201568
6,1610612760,2019,00,Nerlens Noel,9,C-F,6-10,220,"APR 10, 1994",26.0,5,Kentucky,203457
7,1610612760,2019,00,Abdel Nader,11,F,6-5,225,"SEP 25, 1993",26.0,2,Iowa State,1627846
8,1610612760,2019,00,Steven Adams,12,C,6-11,265,"JUL 20, 1993",26.0,6,Pittsburgh,203500
9,1610612760,2019,00,Kevin Hervey,15,F,6-9,230,"JUL 09, 1996",23.0,R,Texas-Arlington,1628987
10,1610612760,2019,00,Dennis Schroder,17,G,6-1,172,"SEP 15, 1993",26.0,6, ,203471
11,1610612760,2019,00,Andre Roberson,21,G-F,6-7,210,"DEC 04, 1991",28.0,5,Colorado,203460
12,1610612760,2019,00,Isaiah Roby,22,F,6-8,230,"FEB 03, 1998",22.0,R,University of Nebraska-Lincoln,1629676
13,1610612760,2019,00,Terrance Ferguson,23,G,6-6,190,"MAY 17, 1998",21.0,2, ,1628390
14,1610612760,2019,00,Deonte Burton,30,G-F,6-4,240,"JAN 31, 1994",26.0,1,Iowa State,1629126
15,1610612760,2019,00,Mike Muscala,33,F-C,6-10,240,"JUL 01, 1991",28.0,6,Bucknell,203488
0,1610612753,2019,00,Aaron Gordon,00,F,6-8,235,"SEP 16, 1995",24.0,5,Arizona,203932
1,1610612753,2019,00,Jonathan Isaac,1,F,6-11,230,"OCT 03, 1997",22.0,2,Florida State,1628371
2,1610612753,2019,00,Al-Farouq Aminu,2,F,6-8,220,"SEP 21, 1990",29.0,9,Wake Forest,202329
3,1610612753,2019,00,Mo Bamba,5,C,7-0,231,"MAY 12, 1998",21.0,1,University of Texas at Austin,1628964
4,1610612753,2019,00,Michael Carter-Williams,7,G,6-5,190,"OCT 10, 1991",28.0,6,Syracuse,203487
5,1610612753,2019,00,Nikola Vucevic,9,C,6-11,260,"OCT 24, 1990",29.0,8,USC,202696
6,1610612753,2019,00,Evan Fournier,10,G-F,6-7,205,"OCT 29, 1992",27.0,7, ,203095
7,1610612753,2019,00,James Ennis III,11,F,6-6,215,"JUL 01, 1990",29.0,5,Cal State-Long Beach,203516
8,1610612753,2019,00,Gary Clark,12,F,6-6,225,"NOV 16, 1994",25.0,1,Cincinnati,1629109
9,1610612753,2019,00,BJ Johnson,13,F,6-7,200,"DEC 21, 1995",24.0,1,La Salle,1629168
10,1610612753,2019,00,D.J. Augustin,14,G,5-11,183,"NOV 10, 1987",32.0,11,Texas,201571
11,1610612753,2019,00,Markelle Fultz,20,G,6-3,209,"MAY 29, 1998",21.0,2,Washington,1628365
12,1610612753,2019,00,Vic Law,23,F,6-7,201,"DEC 19, 1995",24.0,R,Northwestern,1629724
13,1610612753,2019,00,Khem Birch,24,C,6-9,233,"SEP 28, 1992",27.0,2,UNLV,203920
14,1610612753,2019,00,Wes Iwundu,25,F,6-6,195,"DEC 20, 1994",25.0,2,Kansas State,1628411
15,1610612753,2019,00,Terrence Ross,31,G-F,6-6,206,"FEB 05, 1991",29.0,7,Washington,203082
16,1610612753,2019,00,Melvin Frazier Jr.,35,G-F,6-5,215,"AUG 30, 1996",23.0,1,Tulane,1628982
0,1610612755,2019,00,Josh Richardson,0,G,6-5,200,"SEP 15, 1993",26.0,4,Tennessee,1626196
1,1610612755,2019,00,Mike Scott,1,F,6-7,237,"JUL 16, 1988",31.0,7,Virginia,203118
2,1610612755,2019,00,Zhaire Smith,5,G,6-3,205,"JUN 04, 1999",20.0,1,Texas Tech,1629015
3,1610612755,2019,00,Kyle O'Quinn,9,C-F,6-9,250,"MAR 26, 1990",30.0,7,Norfolk State,203124
4,1610612755,2019,00,Tobias Harris,12,F,6-8,226,"JUL 15, 1992",27.0,8,Tennessee,202699
5,1610612755,2019,00,Norvel Pelle,14,F,6-10,231,"FEB 03, 1993",27.0,R,Iona,203658
6,1610612755,2019,00,Shake Milton,18,G-F,6-5,205,"SEP 26, 1996",23.0,1,Southern Methodist,1629003
7,1610612755,2019,00,Raul Neto,19,G,6-1,180,"MAY 19, 1992",27.0,4, ,203526
8,1610612755,2019,00,Alec Burks,20,G,6-6,214,"JUL 20, 1991",28.0,8,Colorado,202692
9,1610612755,2019,00,Joel Embiid,21,C-F,7-0,280,"MAR 16, 1994",26.0,3,Kansas,203954
10,1610612755,2019,00,Glenn Robinson III,22,F,6-6,222,"JAN 08, 1994",26.0,5,Michigan,203922
11,1610612755,2019,00,Matisse Thybulle,22,G-F,6-5,201,"MAR 04, 1997",23.0,R,Washington,1629680
12,1610612755,2019,00,Ben Simmons,25,G-F,6-10,240,"JUL 20, 1996",23.0,2,Louisiana State,1627732
13,1610612755,2019,00,Furkan Korkmaz,30,G-F,6-7,202,"JUL 24, 1997",22.0,2, ,1627788
14,1610612755,2019,00,Marial Shayok,35,G-F,6-5,198,"JUL 26, 1995",24.0,R,Iowa State,1629621
15,1610612755,2019,00,Al Horford,42,C-F,6-9,240,"JUN 03, 1986",33.0,12,Florida,201143
0,1610612756,2019,00,Jalen Lecque,0,G,6-4,185,"JUN 13, 2000",19.0,R, ,1629665
1,1610612756,2019,00,Devin Booker,1,G,6-5,206,"OCT 30, 1996",23.0,4,Kentucky,1626164
2,1610612756,2019,00,Elie Okobo,2,F-G,6-3,190,"OCT 23, 1997",22.0,1, ,1629059
3,1610612756,2019,00,Kelly Oubre Jr.,3,F-G,6-7,203,"DEC 09, 1995",24.0,4,Kansas,1626162
4,1610612756,2019,00,Jevon Carter,4,G,6-1,200,"SEP 14, 1995",24.0,1,West Virginia,1628975
5,1610612756,2019,00,Frank Kaminsky,8,F-C,7-0,240,"APR 04, 1993",27.0,4,Wisconsin,1626163
6,1610612756,2019,00,Ty Jerome,10,G-F,6-5,195,"JUL 08, 1997",22.0,R,Virginia,1629660
7,1610612756,2019,00,Ricky Rubio,11,G,6-3,190,"OCT 21, 1990",29.0,8, ,201937
8,1610612756,2019,00,Jared Harper,12,G,5-10,175,"SEP 14, 1997",22.0,R,Auburn,1629607
9,1610612756,2019,00,Cheick Diallo,14,F-C,6-8,219,"SEP 13, 1996",23.0,3,Kansas,1627767
10,1610612756,2019,00,Dario Saric,20,F,6-10,225,"APR 08, 1994",26.0,3, ,203967
11,1610612756,2019,00,Deandre Ayton,22,C,6-11,250,"JUL 23, 1998",21.0,1,Arizona,1629028
12,1610612756,2019,00,Cameron Johnson,23,F,6-8,210,"MAR 03, 1996",24.0,R,North Carolina,1629661
13,1610612756,2019,00,Mikal Bridges,25,F,6-6,209,"AUG 30, 1996",23.0,1,Villanova,1628969
14,1610612756,2019,00,Tariq Owens,41,F,6-10,205,"JUN 30, 1995",24.0,R,Texas Tech,1629745
15,1610612756,2019,00,Aron Baynes,46,C-F,6-10,260,"DEC 09, 1986",33.0,7,Washington State,203382
0,1610612757,2019,00,Carmelo Anthony,00,F,6-8,238,"MAY 29, 1984",35.0,16,Syracuse,2546
1,1610612757,2019,00,Damian Lillard,0,G,6-2,195,"JUL 15, 1990",29.0,7,Weber State,203081
2,1610612757,2019,00,Anfernee Simons,1,G,6-3,181,"JUN 08, 1999",20.0,1, ,1629014
3,1610612757,2019,00,Gary Trent Jr.,2,G-F,6-5,209,"JAN 18, 1999",21.0,1,Duke,1629018
4,1610612757,2019,00,CJ McCollum,3,G,6-3,190,"SEP 19, 1991",28.0,6,Lehigh,203468
5,1610612757,2019,00,Moses Brown,4,C,7-2,245,"OCT 13, 1999",20.0,R,UCLA,1629650
6,1610612757,2019,00,Rodney Hood,5,G-F,6-8,208,"OCT 20, 1992",27.0,5,Duke,203918
7,1610612757,2019,00,Jaylen Hoard,6,F,6-8,216,"MAR 30, 1999",21.0,R,Wake Forest,1629658
8,1610612757,2019,00,Trevor Ariza,8,F,6-8,215,"JUN 30, 1985",34.0,15,UCLA,2772
9,1610612757,2019,00,Nassir Little,9,F-G,6-5,220,"FEB 11, 2000",20.0,R,North Carolina,1629642
10,1610612757,2019,00,Hassan Whiteside,21,C,7-0,265,"JUN 13, 1989",30.0,7,Marshall,202355
11,1610612757,2019,00,Jusuf Nurkic,27,C,7-0,290,"AUG 23, 1994",25.0,5, ,203994
12,1610612757,2019,00,Zach Collins,33,F-C,6-11,250,"NOV 19, 1997",22.0,2,Gonzaga,1628380
13,1610612757,2019,00,Wenyen Gabriel,35,F,6-9,205,"MAR 26, 1997",23.0,R,Kentucky,1629117
14,1610612757,2019,00,Mario Hezonja,44,F-G,6-8,220,"FEB 25, 1995",25.0,4, ,1626209
15,1610612757,2019,00,Caleb Swanigan,50,F,6-9,260,"APR 18, 1997",23.0,2,Purdue,1628403
0,1610612758,2019,00,Yogi Ferrell,3,G,6-0,178,"MAY 09, 1993",26.0,3,Indiana,1627812
1,1610612758,2019,00,De'Aaron Fox,5,G,6-3,185,"DEC 20, 1997",22.0,2,Kentucky,1628368
2,1610612758,2019,00,Kyle Guy,7,G,6-1,167,"AUG 11, 1997",22.0,R,Virginia,1629657
3,1610612758,2019,00,Bogdan Bogdanovic,8,G,6-6,220,"AUG 18, 1992",27.0,2, ,203992
4,1610612758,2019,00,Cory Joseph,9,G,6-3,200,"AUG 20, 1991",28.0,8,Texas,202709
5,1610612758,2019,00,Justin James,10,G-F,6-7,190,"JAN 24, 1997",23.0,R,Wyoming,1629713
6,1610612758,2019,00,DaQuan Jeffries,19,G-F,6-5,230,"AUG 30, 1997",22.0,R,Tulsa,1629610
7,1610612758,2019,00,Harry Giles III,20,F-C,6-11,240,"APR 22, 1998",21.0,1,Duke,1628385
8,1610612758,2019,00,Richaun Holmes,22,F,6-10,235,"OCT 15, 1993",26.0,4,Bowling Green,1626158
9,1610612758,2019,00,Buddy Hield,24,G,6-4,220,"DEC 17, 1992",27.0,3,Oklahoma,1627741
10,1610612758,2019,00,Alex Len,25,C,7-0,250,"JUN 16, 1993",26.0,6,Maryland,203458
11,1610612758,2019,00,Kent Bazemore,26,G-F,6-4,195,"JUL 01, 1989",30.0,7,Old Dominion,203145
12,1610612758,2019,00,Jabari Parker,33,F,6-8,245,"MAR 15, 1995",25.0,5,Duke,203953
13,1610612758,2019,00,Marvin Bagley III,35,F,6-11,235,"MAR 14, 1999",21.0,1,Duke,1628963
14,1610612758,2019,00,Harrison Barnes,40,F,6-8,225,"MAY 30, 1992",27.0,7,North Carolina,203084
15,1610612758,2019,00,Nemanja Bjelica,88,F,6-10,234,"MAY 09, 1988",31.0,4, ,202357
0,1610612759,2019,00,Lonnie Walker IV,1,G-F,6-5,204,"DEC 14, 1998",21.0,1,Miami,1629022
1,1610612759,2019,00,Keldon Johnson,3,F-G,6-5,220,"OCT 11, 1999",20.0,R,Kentucky,1629640
2,1610612759,2019,00,Derrick White,4,G,6-4,190,"JUL 02, 1994",25.0,2,Colorado,1628401
3,1610612759,2019,00,Dejounte Murray,5,G,6-4,180,"SEP 19, 1996",23.0,2,Washington,1627749
4,1610612759,2019,00,Chimezie Metu,7,F-C,6-9,225,"MAR 22, 1997",23.0,1,USC,1629002
5,1610612759,2019,00,Patty Mills,8,G,6-1,180,"AUG 11, 1988",31.0,10,St. Mary's (CA),201988
6,1610612759,2019,00,DeMar DeRozan,10,G-F,6-6,220,"AUG 07, 1989",30.0,10,USC,201942
7,1610612759,2019,00,Bryn Forbes,11,G,6-2,205,"JUL 23, 1993",26.0,3,Michigan State,1627854
8,1610612759,2019,00,LaMarcus Aldridge,12,C-F,6-11,250,"JUL 19, 1985",34.0,13,Texas,200746
9,1610612759,2019,00,Drew Eubanks,14,F-C,6-9,245,"FEB 01, 1997",23.0,1,Oregon State,1629234
10,1610612759,2019,00,Quinndary Weatherspoon,15,G,6-3,205,"SEP 10, 1996",23.0,R,Mississippi State,1629683
11,1610612759,2019,00,Marco Belinelli,18,G,6-5,220,"MAR 25, 1986",34.0,12, ,201158
12,1610612759,2019,00,Luka Samanic,19,F,6-10,227,"JAN 09, 2000",20.0,R, ,1629677
13,1610612759,2019,00,Rudy Gay,22,F-G,6-8,250,"AUG 17, 1986",33.0,13,Connecticut,200752
14,1610612759,2019,00,Jakob Poeltl,25,C,7-1,245,"OCT 15, 1995",24.0,3,Utah,1627751
15,1610612759,2019,00,Trey Lyles,41,F,6-9,234,"NOV 05, 1995",24.0,4,Kentucky,1626168
0,1610612761,2019,00,Terence Davis,0,G,6-4,201,"MAY 16, 1997",22.0,R,Mississippi,1629056
1,1610612761,2019,00,Paul Watson,1,G,6-6,210,"DEC 30, 1994",25.0,R,Fresno State,1628778
2,1610612761,2019,00,OG Anunoby,3,F,6-7,232,"JUL 17, 1997",22.0,2,Indiana,1628384
3,1610612761,2019,00,Rondae Hollis-Jefferson,4,F,6-6,217,"JAN 03, 1995",25.0,4,Arizona,1626178
4,1610612761,2019,00,Stanley Johnson,5,F-G,6-6,242,"MAY 29, 1996",23.0,4,Arizona,1626169
5,1610612761,2019,00,Kyle Lowry,7,G,6-0,196,"MAR 25, 1986",34.0,13,Villanova,200768
6,1610612761,2019,00,Serge Ibaka,9,F,7-0,235,"SEP 18, 1989",30.0,10, ,201586
7,1610612761,2019,00,Oshae Brissett,12,F-G,6-7,210,"JUN 20, 1998",21.0,R,Syracuse,1629052
8,1610612761,2019,00,Malcolm Miller,13,G-F,6-7,210,"MAR 06, 1993",27.0,2,Holy Cross,1626259
9,1610612761,2019,00,Dewan Hernandez,20,C-F,6-10,235,"DEC 09, 1996",23.0,R,Miami,1629608
10,1610612761,2019,00,Matt Thomas,21,G,6-4,190,"AUG 04, 1994",25.0,R,Iowa State,1629744
11,1610612761,2019,00,Patrick McCaw,22,G,6-7,181,"OCT 25, 1995",24.0,3,UNLV,1627775
12,1610612761,2019,00,Fred VanVleet,23,G,6-1,197,"FEB 25, 1994",26.0,3,Wichita State,1627832
13,1610612761,2019,00,Norman Powell,24,G,6-3,215,"MAY 25, 1993",26.0,4,UCLA,1626181
14,1610612761,2019,00,Chris Boucher,25,F-C,6-9,200,"JAN 11, 1993",27.0,2,Oregon,1628449
15,1610612761,2019,00,Marc Gasol,33,C,6-11,255,"JAN 29, 1985",35.0,11, ,201188
16,1610612761,2019,00,Pascal Siakam,43,F,6-9,230,"APR 02, 1994",26.0,3,New Mexico State,1627783
0,1610612762,2019,00,Jordan Clarkson,00,G,6-4,194,"JUN 07, 1992",27.0,5,Missouri,203903
1,1610612762,2019,00,Nigel Williams-Goss,0,G,6-2,190,"SEP 16, 1994",25.0,R,Gonzaga,1628430
2,1610612762,2019,00,Joe Ingles,2,F-G,6-7,220,"OCT 02, 1987",32.0,5, ,204060
3,1610612762,2019,00,Justin Wright-Foreman,3,G,6-0,190,"OCT 27, 1997",22.0,R,Hofstra,1629625
4,1610612762,2019,00,Jarrell Brantley,5,F,6-5,250,"JUN 07, 1996",23.0,R,College of Charleston,1629714
5,1610612762,2019,00,Rayjon Tucker,6,G,6-3,209,"SEP 24, 1997",22.0,R,Arkansas-Little Rock,1629730
6,1610612762,2019,00,Mike Conley,10,G,6-1,175,"OCT 11, 1987",32.0,12,Ohio State,201144
7,1610612762,2019,00,Tony Bradley,13,C-F,6-10,248,"JAN 08, 1998",22.0,2,North Carolina,1628396
8,1610612762,2019,00,Emmanuel Mudiay,15,G,6-3,200,"MAR 05, 1996",24.0,4, ,1626144
9,1610612762,2019,00,Juwan Morgan,16,F,6-7,232,"APR 17, 1997",23.0,R,Indiana,1629752
10,1610612762,2019,00,Ed Davis,17,C-F,6-9,218,"JUN 05, 1989",30.0,9,North Carolina,202334
11,1610612762,2019,00,Royce O'Neale,23,F,6-4,226,"JUN 05, 1993",26.0,2,Baylor,1626220
12,1610612762,2019,00,Rudy Gobert,27,C,7-1,258,"JUN 26, 1992",27.0,6,France,203497
13,1610612762,2019,00,Georges Niang,31,F,6-7,230,"JUN 17, 1993",26.0,3,Iowa State,1627777
14,1610612762,2019,00,Bojan Bogdanovic,44,F,6-8,226,"APR 18, 1989",31.0,5, ,202711
15,1610612762,2019,00,Donovan Mitchell,45,G,6-1,215,"SEP 07, 1996",23.0,2,Louisville,1628378
16,1610612762,2019,00,Miye Oni,81,G-F,6-5,206,"AUG 04, 1997",22.0,R,Yale,1629671
0,1610612764,2019,00,Admiral Schofield,1,G-F,6-5,241,"MAR 30, 1997",23.0,R,Tennessee,1629678
1,1610612764,2019,00,John Wall,2,G,6-4,210,"SEP 06, 1990",29.0,9,Kentucky,202322
2,1610612764,2019,00,Bradley Beal,3,G,6-3,207,"JUN 28, 1993",26.0,7,Florida,203078
3,1610612764,2019,00,Gary Payton II,4,G,6-3,195,"DEC 01, 1992",27.0,3,Oregon State,1627780
4,1610612764,2019,00,Shabazz Napier,5,G,6-0,175,"JUL 14, 1991",28.0,5,Connecticut,203894
5,1610612764,2019,00,Troy Brown Jr.,6,G-F,6-6,215,"JUL 28, 1999",20.0,1,Oregon,1628972
6,1610612764,2019,00,Rui Hachimura,8,F,6-8,230,"FEB 08, 1998",22.0,R,Gonzaga,1629060
7,1610612764,2019,00,Jerome Robinson,12,G,6-4,190,"FEB 22, 1997",23.0,1,Boston College,1629010
8,1610612764,2019,00,Thomas Bryant,13,C-F,6-10,248,"JUL 31, 1997",22.0,2,Indiana,1628418
9,1610612764,2019,00,Ish Smith,14,G,6-0,175,"JUL 05, 1988",31.0,9,Wake Forest,202397
10,1610612764,2019,00,Isaac Bonga,17,G,6-8,180,"NOV 08, 1999",20.0,1, ,1629067
11,1610612764,2019,00,Anzejs Pasecniks,18,C-F,7-2,229,"DEC 20, 1995",24.0,R, ,1628394
12,1610612764,2019,00,Johnathan Williams,19,F,6-9,228,"MAY 22, 1995",24.0,1,Gonzaga,1629140
13,1610612764,2019,00,Moritz Wagner,21,F-C,6-11,245,"APR 26, 1997",22.0,1,Michigan,1629021
14,1610612764,2019,00,Garrison Mathews,24,G,6-5,215,"OCT 24, 1996",23.0,R,Lipscomb,1629726
15,1610612764,2019,00,Ian Mahinmi,28,C,6-11,262,"NOV 05, 1986",33.0,11, ,101133
16,1610612764,2019,00,Davis Bertans,42,F,6-10,225,"NOV 12, 1992",27.0,3, ,202722
