,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,DEF_RATING,DREB,DREB_PCT,PCT_DREB,STL,PCT_STL,BLK,PCT_BLK,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,DEF_WS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,DEF_RATING_RANK,DREB_RANK,DREB_PCT_RANK,PCT_DREB_RANK,STL_RANK,PCT_STL_RANK,BLK_RANK,PCT_BLK_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,DEF_WS_RANK,CFID,CFPARAMS
0,201985,AJ Price,1610612750,MIN,27.0,28,15,13,0.536,99.36833333333334,88.2,9,0.075,0.101,1,0.071,0,0.0,18,20,30,64,0.82,376,345,102,212,435,8,439,419,444,443,448,436,436,34,40,50,41,385,5,"201985,1610612750"
1,201166,Aaron Brooks,1610612743,DEN,29.0,72,42,30,0.583,1557.2716666666668,106.7,97,0.061,0.091,52,0.233,13,0.088,582,424,457,1450,3.58,154,107,279,165,181,331,293,458,459,153,135,242,302,318,300,313,309,217,5,"201166,1610612743"
2,201189,Aaron Gray,1610612758,SAC,29.0,37,12,25,0.324,354.375,108.7,69,0.199,0.297,10,0.222,8,0.348,139,81,172,336,0.61,347,375,221,395,369,409,329,58,60,349,157,297,94,125,102,159,124,398,5,"201189,1610612758"
3,203519,Adonis Thomas,1610612755,PHI,21.0,6,2,4,0.333,37.583333333333336,91.0,3,0.079,0.107,0,0.0,0,0.0,17,5,6,30,0.27,450,444,31,379,456,15,459,395,430,458,458,436,436,32,16,20,28,433,5,"203519,1610612755"
4,1733,Al Harrington,1610612764,WAS,34.0,34,20,14,0.588,511.365,102.1,65,0.138,0.21,14,0.189,0,0.0,199,148,139,460,1.91,355,297,109,157,337,155,334,195,198,324,240,436,436,156,152,140,150,312,5,"1733,1610612764"
5,201143,Al Horford,1610612737,ATL,28.0,29,16,13,0.552,957.73,101.1,178,0.189,0.277,27,0.153,44,0.478,297,256,194,848,3.87,372,332,102,194,270,118,175,71,87,261,330,81,53,193,207,176,216,199,5,"201143,1610612737"
6,2744,Al Jefferson,1610612766,CHA,29.0,73,38,35,0.521,2553.2383333333332,103.1,636,0.247,0.357,67,0.218,79,0.341,695,635,527,2080,8.66,136,135,344,222,43,188,3,22,25,95,169,28,101,367,413,357,412,33,5,"2744,1610612766"
7,202329,Al-Farouq Aminu,1610612740,NOP,23.0,80,33,47,0.413,2045.4266666666667,108.8,367,0.188,0.287,82,0.239,38,0.14,664,564,597,1976,3.4,52,167,433,309,116,411,46,74,76,58,125,99,239,352,371,393,396,224,5,"202329,1610612740"
8,101187,Alan Anderson,1610612751,BKN,31.0,78,43,35,0.551,1772.51,104.7,135,0.078,0.125,48,0.159,11,0.074,597,512,466,1510,5.19,89,99,344,196,156,262,239,399,386,163,315,263,332,321,337,317,319,139,5,"101187,1610612751"
9,202692,Alec Burks,1610612762,UTA,22.0,78,24,54,0.308,2193.108333333333,108.1,198,0.095,0.145,69,0.218,14,0.07,806,558,724,2042,4.12,89,254,461,405,94,384,157,323,322,86,167,232,339,415,365,442,404,187,5,"202692,1610612762"
