,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD,NBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,NBA_FANTASY_PTS1,CFID,CFPARAMS
0,201985,AJ Price,1610612754,IND,24.0,50,22,28,0.44,795.1466666666666,71,31,33,72,220,204,179,602,1,12,61,77,612.9,297,262,221,277,290,226,304,267,321,136,155,139,153,402,152,119,232,287,5,"201985,1610612754"
1,201166,Aaron Brooks,1610612756,PHX,26.0,59,26,33,0.441,1284.1316666666667,105,44,84,188,447,387,454,1230,3,42,115,126,1089.1,239,227,273,275,221,167,263,154,194,233,250,261,248,365,351,232,153,204,5,"201166,1610612756"
2,201189,Aaron Gray,1610612740,NOH,26.0,41,21,20,0.512,530.825,20,48,5,108,135,111,112,364,12,12,96,30,395.2,329,271,128,205,333,345,254,389,275,89,95,94,102,253,152,194,348,329,5,"201189,1610612740"
3,201151,Acie Law,1610612744,GSW,26.0,51,20,31,0.392,725.8783333333333,57,13,76,114,257,228,272,648,0,19,61,60,469.6,294,280,246,314,305,250,366,169,269,151,169,189,162,426,223,119,271,309,5,"201151,1610612744"
4,1733,Al Harrington,1610612743,DEN,31.0,73,45,28,0.616,1664.5483333333334,135,114,59,278,566,454,467,1478,10,43,202,112,1355.9,139,69,221,115,171,108,92,204,135,287,287,271,296,265,362,402,176,160,5,"1733,1610612743"
5,201143,Al Horford,1610612737,ATL,25.0,77,41,36,0.532,2703.7066666666665,149,196,101,552,789,683,770,2264,80,36,193,174,2736.6,103,96,319,179,34,94,24,125,46,390,398,418,415,29,322,387,99,20,5,"201143,1610612737"
6,2744,Al Jefferson,1610612762,UTA,26.0,82,39,43,0.476,2940.4133333333334,190,296,55,930,1004,823,804,2608,153,91,238,254,3196.3,2,116,379,244,10,53,7,217,8,443,442,429,444,5,442,435,49,14,5,"2744,1610612762"
7,201154,Al Thornton,1610612744,GSW,27.0,71,21,50,0.296,1383.5916666666667,110,69,113,258,484,370,474,1250,12,24,143,111,949.6,167,271,418,378,216,151,181,107,148,248,242,278,255,253,251,283,178,224,5,"201154,1610612744"
8,202329,Al-Farouq Aminu,1610612746,LAC,20.0,81,31,50,0.383,1451.835,92,75,119,208,642,370,401,1180,25,37,121,92,1016.4,33,190,418,323,205,186,159,99,177,318,242,245,241,161,331,248,212,215,5,"202329,1610612746"
9,201582,Alexis Ajinca,1610612761,TOR,23.0,34,6,28,0.176,339.84,10,22,10,50,145,78,113,256,19,5,73,20,323.6,357,408,221,439,371,384,335,361,347,95,69,96,77,198,76,141,366,352,5,"201582,1610612761"
