,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD,NBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,NBA_FANTASY_PTS1,CFID,CFPARAMS
0,201985,AJ Price,1610612764,WAS,26.0,57,21,36,0.368,1277.9966666666667,77,49,49,90,429,347,327,1022,3,13,73,69,929.3,265,291,322,346,220,215,242,208,293,242,246,239,236,376,172,171,245,230,5,"201985,1610612764"
1,201166,Aaron Brooks,1610612745,HOU,28.0,53,20,33,0.377,996.7983333333333,49,27,37,124,364,313,347,842,10,32,94,68,696.0,284,298,284,335,264,271,309,244,260,209,231,250,205,275,312,215,246,280,5,"201166,1610612745"
2,201189,Aaron Gray,1610612761,TOR,28.0,42,14,28,0.333,513.3416666666667,18,39,0,88,161,124,108,472,5,12,85,36,328.1,332,357,239,370,339,363,271,432,294,121,117,103,138,350,163,191,319,353,5,"201189,1610612761"
3,1733,Al Harrington,1610612753,ORL,33.0,10,3,7,0.3,118.85833333333333,10,10,2,20,45,43,27,102,1,1,18,3,106.4,434,441,50,410,424,398,387,413,405,48,54,43,47,414,28,55,435,419,5,"1733,1610612753"
4,201143,Al Horford,1610612737,ATL,27.0,74,42,32,0.568,2756.445,199,180,134,752,907,734,652,2394,78,40,163,195,2878.4,146,99,272,157,26,41,38,78,14,442,442,410,447,37,357,369,85,18,5,"201143,1610612737"
5,2744,Al Jefferson,1610612762,UTA,28.0,78,41,37,0.526,2578.1283333333336,169,214,52,786,851,671,736,2372,89,84,170,180,2903.0,83,105,335,202,42,75,21,200,10,421,423,436,441,28,454,380,99,14,5,"2744,1610612762"
6,202329,Al-Farouq Aminu,1610612740,NOH,22.0,76,25,51,0.329,2066.1033333333335,116,107,159,384,744,543,584,1866,51,38,153,101,1724.5,115,247,437,381,109,146,104,58,93,382,348,375,381,78,350,351,183,110,5,"202329,1610612740"
7,101187,Alan Anderson,1610612761,TOR,30.0,65,31,34,0.477,1495.0116666666668,116,66,55,196,426,421,277,1272,7,30,131,155,1110.1,210,181,298,259,188,146,196,196,199,238,286,208,277,314,291,306,115,201,5,"101187,1610612761"
8,202692,Alec Burks,1610612762,UTA,21.0,64,32,32,0.5,1136.6033333333332,102,46,99,172,422,261,341,916,13,35,114,123,833.0,217,175,272,227,241,169,252,120,219,235,199,245,219,245,331,262,149,243,5,"202692,1610612762"
9,203144,Alexey Shved,1610612750,MIN,24.0,77,30,47,0.39,1839.5283333333334,160,68,115,214,653,491,545,1674,27,38,117,140,1400.0,105,186,415,323,143,90,189,99,185,334,318,353,342,152,350,267,134,161,5,"203144,1610612750"
